"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c840d1901bc5a002cbcae99","2019-03-09 18:59:37.000000","Great brunch and a really good game on a Bloody Mary!","user","https://foursquare.com/item/5c840d1901bc5a002cbcae99","92","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","46f52f99f964a520ef4a1fe3","Sidecar","https://foursquare.com/v/sidecar/46f52f99f964a520ef4a1fe3"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c7b269aa6ec98002cc67ec2","2019-03-03 00:58:02.000000","Sadly long closed now.","user","https://foursquare.com/item/5c7b269aa6ec98002cc67ec2","1","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","55ab1720498e95351bdc5a7f","The Standing Room","https://foursquare.com/v/the-standing-room/55ab1720498e95351bdc5a7f"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c378d74018cbb002c8a8661","2019-01-10 18:22:44.000000","Small place, but worthwhile. Really good noodles, friendly staff, and when they say spicy they mean it.","user","https://foursquare.com/item/5c378d74018cbb002c8a8661","124","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","4fb2522de4b0e1e9691c301b","Bao Bao Cafe 咱家小馆","https://foursquare.com/v/bao-bao-cafe-%E5%92%B1%E5%AE%B6%E5%B0%8F%E9%A6%86/4fb2522de4b0e1e9691c301b"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c301feadbde11003210214e","2019-01-05 03:09:30.000000","Reasonably priced cocktails for the area, great atmosphere, a lot of fun!","user","https://foursquare.com/item/5c301feadbde11003210214e","304","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","5a51a92497461750cb744252","Grand Republic Cocktail Club","https://foursquare.com/v/grand-republic-cocktail-club/5a51a92497461750cb744252"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c1a7c15aa6c95002cca5993","2018-12-19 17:12:53.000000","Large, tasty portions at reasonable prices, what more could you ask for?","user","https://foursquare.com/item/5c1a7c15aa6c95002cca5993","97","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","529b8f3211d25b45e53965a2","La Goulette","https://foursquare.com/v/la-goulette/529b8f3211d25b45e53965a2"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5c1280b00336930039275a9f","2018-12-13 15:54:24.000000","No laptops","user","https://foursquare.com/item/5c1280b00336930039275a9f","119","0","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","57016dc5498e57103d6cd41e","Frieda","https://foursquare.com/v/frieda/57016dc5498e57103d6cd41e"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
"5bf1d4d6dd12f8002c5d3565","2018-11-18 21:08:38.000000","Good coffee, good service, very spacious. It was a great place to get some work done.","user","https://foursquare.com/item/5bf1d4d6dd12f8002c5d3565","70","3","0","15234","Aram","Zucker-Scharff","chronotope","false","male","","","","US","self","https://fastly.4sqi.net/img/user/","/15234-EMJINMXJKZ5R5S20.jpg","5ba3a2123fcee8002cbf0fd0","Bower Cafe","https://foursquare.com/v/bower-cafe/5ba3a2123fcee8002cbf0fd0"
"id","createdAt","text","type","canonicalUrl","viewCount","agreeCount","disagreeCount","user.id","user.firstName","user.lastName","user.handle","user.privateProfile","user.gender","user.address","user.city","user.state","user.countryCode","user.relationship","user.photo.prefix","user.photo.suffix","venue.id","venue.name","venue.url"
