"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcbdf71f5e9d7002ce48af7","2018-10-21 02:07:45.000000","checkin","-240","42829c80f964a5206a221fe3","Grand Central Terminal","https://foursquare.com/v/grand-central-terminal/42829c80f964a5206a221fe3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcbd37ca42362002c9fd0e3","2018-10-21 01:16:44.000000","checkin","-240","4af09bfef964a5209ddd21e3","Metro North - Larchmont Train Station","https://foursquare.com/v/metro-north--larchmont-train-station/4af09bfef964a5209ddd21e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcbb8b14acb19002cfb6d33","2018-10-20 23:22:25.000000","checkin","-240","4bad6276f964a5206f4c3be3","Wasabi","https://foursquare.com/v/wasabi/4bad6276f964a5206f4c3be3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcb994b7d8497002c684e23","2018-10-20 21:08:27.000000","checkin","-240","4d1285a10ad2f04dced9ac54","Rite Aid","https://foursquare.com/v/rite-aid/4d1285a10ad2f04dced9ac54","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcb5d7a64c8e1002c81e2a0","2018-10-20 16:53:14.000000","checkin","-240","4c9fc1c2604c76b04c548f7b","Applewood Orchards & Winery","https://foursquare.com/v/applewood-orchards--winery/4c9fc1c2604c76b04c548f7b","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcb5d639cadd9002c761a12","2018-10-20 16:52:51.000000","checkin","-240","56c0721c498e0190ce952596","Apple Dave's Orchards","https://foursquare.com/v/apple-daves-orchards/56c0721c498e0190ce952596","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcb39658fb09e002cba6576","2018-10-20 14:19:17.000000","checkin","-240","4af09bfef964a5209ddd21e3","Metro North - Larchmont Train Station","https://foursquare.com/v/metro-north--larchmont-train-station/4af09bfef964a5209ddd21e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcb2ce9112c6c002ca739db","2018-10-20 13:26:01.000000","checkin","-240","42829c80f964a5206a221fe3","Grand Central Terminal","https://foursquare.com/v/grand-central-terminal/42829c80f964a5206a221fe3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bcaa39dad910e002c910053","2018-10-20 03:40:13.000000","checkin","-240","502e94e31648c1af8d001ee1","Pulaski Bridge Pedestrian & Bike Path","https://foursquare.com/v/pulaski-bridge-pedestrian--bike-path/502e94e31648c1af8d001ee1","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bca8d664940bc002c565fd2","2018-10-20 02:05:26.000000","checkin","-240","4b280d67f964a520428e24e3","MTA Subway - Vernon Blvd/Jackson Ave (7)","https://foursquare.com/v/mta-subway--vernon-blvdjackson-ave-7/4b280d67f964a520428e24e3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5bca8a94029a55002c9b100e","2018-10-20 01:53:24.000000","checkin","private","-240","true","502e94e31648c1af8d001ee1","Pulaski Bridge Pedestrian & Bike Path","https://foursquare.com/v/pulaski-bridge-pedestrian--bike-path/502e94e31648c1af8d001ee1","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bca77946a5950002ceccf92","2018-10-20 00:32:20.000000","checkin","-240","52c0cf49498eb50bcf87f141","El Born","https://foursquare.com/v/el-born/52c0cf49498eb50bcf87f141","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bca5b7cc0f163002cdfcab8","2018-10-19 22:32:28.000000","checkin","-240","5aaa996425fb7b0c681cf7ca","Bellwether","https://foursquare.com/v/bellwether/5aaa996425fb7b0c681cf7ca","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bca48e867f62b002c01eb1f","2018-10-19 21:13:12.000000","checkin","-240","53d8f1d7498ebf762f8442c0","Pulitzer Hall - Columbia University Graduate School of Journalism","https://foursquare.com/v/pulitzer-hall--columbia-university-graduate-school-of-journalism/53d8f1d7498ebf762f8442c0","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bca48d88fb09e002cc4a23c","2018-10-19 21:12:56.000000","checkin","-240","4227a500f964a520c51f1fe3","Columbia University","https://foursquare.com/v/columbia-university/4227a500f964a520c51f1fe3","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5bca17081ffed7002c1d0a6e","2018-10-19 17:40:24.000000","checkin","private","-240","true","53f20d77498ea33429c73c4d","Brown Institute for Media Innovation","https://foursquare.com/v/brown-institute-for-media-innovation/53f20d77498ea33429c73c4d","0"
"id","createdAt","type","visibility","timeZoneOffset","private","venue.id","venue.name","venue.url","comments.count"
"5bc9fd5b4b78c50039cdf406","2018-10-19 15:50:51.000000","checkin","private","-240","true","5111797280557d772b028356","Mira Sushi","https://foursquare.com/v/mira-sushi/5111797280557d772b028356","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc92c2b1987ec002c69b298","2018-10-19 00:58:19.000000","checkin","-240","53dd1ead498e9ef3f539fb4e","Jungle Cafe","https://foursquare.com/v/jungle-cafe/53dd1ead498e9ef3f539fb4e","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc8c6d19cadd9002cc800b3","2018-10-18 17:45:53.000000","checkin","-240","5bb7e3ced48ec100398ab4fb","Dai Hachi","https://foursquare.com/v/dai-hachi/5bb7e3ced48ec100398ab4fb","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7f2863abcaf002c08b2ab","2018-10-18 02:40:06.000000","checkin","-240","51e07c2c498e838526ddbf60","Gantry Park Landing","https://foursquare.com/v/gantry-park-landing/51e07c2c498e838526ddbf60","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7e67f1c9e2e0025c4b8d6","2018-10-18 01:48:47.000000","checkin","-240","4f6274cce4b041039be22947","Oaxaca Taqueria","https://foursquare.com/v/oaxaca-taqueria/4f6274cce4b041039be22947","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7d3c1c62b49002cb4ced0","2018-10-18 00:28:49.000000","checkin","-240","58252d364c6d67719e5d0b8c","Society Cafe","https://foursquare.com/v/society-cafe/58252d364c6d67719e5d0b8c","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7d3aca87921002c984127","2018-10-18 00:28:28.000000","checkin","-240","571558a2498e2f199298d02b","Walker Hotel Greenwich Village","https://foursquare.com/v/walker-hotel-greenwich-village/571558a2498e2f199298d02b","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7aed8dee770002ce4d099","2018-10-17 21:51:20.000000","checkin","-240","4b61f415f964a520402d2ae3","Eugene Lang College The New School for Liberal Arts","https://foursquare.com/v/eugene-lang-college-the-new-school-for-liberal-arts/4b61f415f964a520402d2ae3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7a9f7610f04002ce311a3","2018-10-17 21:30:31.000000","checkin","-240","4aa512c5f964a5205e4720e3","Joe Coffee Company","https://foursquare.com/v/joe-coffee-company/4aa512c5f964a5205e4720e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc7897b625a660039fc836a","2018-10-17 19:11:55.000000","checkin","-240","570be2c1498e269d167a142e","The Washington Post","https://foursquare.com/v/the-washington-post/570be2c1498e269d167a142e","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc75d1fbf7dde002c645b79","2018-10-17 16:02:39.000000","checkin","-240","4b014ad3f964a520fd4122e3","55 Water Street","https://foursquare.com/v/55-water-street/4b014ad3f964a520fd4122e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc75aa89cadd9002ce17dc3","2018-10-17 15:52:08.000000","checkin","-240","4165d880f964a5207e1d1fe3","Staten Island Ferry - Whitehall Terminal","https://foursquare.com/v/staten-island-ferry--whitehall-terminal/4165d880f964a5207e1d1fe3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc73ec3e1f2280039f68c44","2018-10-17 13:53:07.000000","checkin","-240","58bf61fce9dad129880e2ce6","Nu Look E&I Eatery and Bar","https://foursquare.com/v/nu-look-ei-eatery-and-bar/58bf61fce9dad129880e2ce6","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc67e02f1936e002ce9a399","2018-10-17 00:10:42.000000","checkin","-240","4de78fdf1fc7fcfe04abdfd5","NYC Ferry - East 34th St/Midtown","https://foursquare.com/v/nyc-ferry--east-34th-stmidtown/4de78fdf1fc7fcfe04abdfd5","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc66e226adbf5002cadaa23","2018-10-16 23:02:58.000000","checkin","-240","4f3163a1e4b02344c2b62ee4","Anjappar New York","https://foursquare.com/v/anjappar-new-york/4f3163a1e4b02344c2b62ee4","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc526302d2fd9002cdc2fbf","2018-10-15 23:43:44.000000","checkin","-240","4de78fdf1fc7fcfe04abdfd5","NYC Ferry - East 34th St/Midtown","https://foursquare.com/v/nyc-ferry--east-34th-stmidtown/4de78fdf1fc7fcfe04abdfd5","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc516464c9be6002bd16d46","2018-10-15 22:35:50.000000","checkin","-240","3fd66200f964a52049e71ee3","Baby Bo's Cantina","https://foursquare.com/v/baby-bos-cantina/3fd66200f964a52049e71ee3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc511fd38f21600257bc37f","2018-10-15 22:17:33.000000","checkin","-240","5acd650b345cbe3a13f1966d","JHU Comic Books","https://foursquare.com/v/jhu-comic-books/5acd650b345cbe3a13f1966d","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc5099186f4cc002cce18ad","2018-10-15 21:41:37.000000","checkin","-240","570be2c1498e269d167a142e","The Washington Post","https://foursquare.com/v/the-washington-post/570be2c1498e269d167a142e","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc4c55e6dcf04002cc8f0b6","2018-10-15 16:50:38.000000","checkin","-240","56a8ffbb498e6d9f0e88052d","'Essen Slow Fast Food","https://foursquare.com/v/essen-slow-fast-food/56a8ffbb498e6d9f0e88052d","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc3a15118222300268c4059","2018-10-14 20:04:33.000000","checkin","-240","52b46aec11d2522f8646e332","Jora","https://foursquare.com/v/jora/52b46aec11d2522f8646e332","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc39acc2a7ab6002c87b6fa","2018-10-14 19:36:44.000000","checkin","-240","51a78f34498e272c0215d371","LIC Flea & Food","https://foursquare.com/v/lic-flea--food/51a78f34498e272c0215d371","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc2aad4112c6c002ce90093","2018-10-14 02:32:52.000000","checkin","-240","51e07c2c498e838526ddbf60","Gantry Park Landing","https://foursquare.com/v/gantry-park-landing/51e07c2c498e838526ddbf60","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc29f76054e29002cce39f1","2018-10-14 01:44:22.000000","checkin","-240","42911d00f964a520f5231fe3","New York Penn Station","https://foursquare.com/v/new-york-penn-station/42911d00f964a520f5231fe3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc2808bdd8442002cce8c82","2018-10-13 23:32:27.000000","checkin","-240","4ad63ec2f964a520ff0521e3","Amtrak Metropolitan Lounge","https://foursquare.com/v/amtrak-metropolitan-lounge/4ad63ec2f964a520ff0521e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc27eefe4c459002c053783","2018-10-13 23:25:35.000000","checkin","-240","501aa74a3d7c792fb9ffe12b","30th Street Station","https://foursquare.com/v/30th-street-station/501aa74a3d7c792fb9ffe12b","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc278700e5da800394ae46b","2018-10-13 22:57:52.000000","checkin","-240","4aba8dbff964a520d78120e3","Club Quarters Hotel Rittenhouse Square, Philadelphia","https://foursquare.com/v/club-quarters-hotel-rittenhouse-square-philadelphia/4aba8dbff964a520d78120e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc27081f05ca8002df8d6b8","2018-10-13 22:24:01.000000","checkin","-240","598c7fe4dec1d6471f4cf4e1","Wiz Kid","https://foursquare.com/v/wiz-kid/598c7fe4dec1d6471f4cf4e1","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc26babc876c800391181c4","2018-10-13 22:03:23.000000","checkin","-240","575f6cd3498eae687c25e592","Target","https://foursquare.com/v/target/575f6cd3498eae687c25e592","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc256e6054e29002cae1ebd","2018-10-13 20:34:46.000000","checkin","-240","4aa9208bf964a520135220e3","The Draught Horse Pub & Grill","https://foursquare.com/v/the-draught-horse-pub--grill/4aa9208bf964a520135220e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc1ef36dd8442002c35543e","2018-10-13 13:12:22.000000","checkin","-240","4ac0dd38f964a520c19420e3","Annenberg Hall","https://foursquare.com/v/annenberg-hall/4ac0dd38f964a520c19420e3","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
"5bc1ef204940bc002cbce50b","2018-10-13 13:12:00.000000","checkin","-240","4e9ae7244901d3b0b7190bde","North Philadelphia","https://foursquare.com/v/north-philadelphia/4e9ae7244901d3b0b7190bde","0"
"id","createdAt","type","timeZoneOffset","venue.id","venue.name","venue.url","comments.count"
